"Player","Tm","Age","G","win_pct","MP","FG","FGA","X3P","X3PA","FT","FTA","TRB","AST","STL","BLK","PTS","Year","X2P","X2PA","MP_pg","FG_pg","FGA_pg","X3P_pg","X3PA_pg","X2P_pg","X2PA_pg","FT_pg","FTA_pg","TRB_pg","AST_pg","STL_pg","BLK_pg","PTS_pg","Pos","PER","BPM","VORP"
"T.J. Warren","MIN",30,11,0.636,124.673333333333,18,41,2,13,3,4,22,9,4,1,41,2024,16,28,11.3339393939394,1.63636363636364,3.72727272727273,0.181818181818182,1.18181818181818,1.45454545454545,2.54545454545455,0.272727272727273,0.363636363636364,2,0.818181818181818,0.363636363636364,0.0909090909090909,3.72727272727273,"SF",9.2,-4.5,-0.1
"Taj Gibson","DET",39,20,0.4,204.503333333333,15,37,2,10,2,2,37,11,3,7,34,2024,13,27,10.2251666666666,0.75,1.85,0.1,0.5,0.65,1.35,0.1,0.1,1.85,0.55,0.15,0.35,1.7,"PF",5.9,-5.3,-0.2
"Talen Horton-Tucker","UTA",23,51,0.275,1008.69833333333,184,465,60,182,88,109,121,177,45,19,516,2024,124,283,19.7783986928104,3.6078431372549,9.11764705882353,1.17647058823529,3.56862745098039,2.43137254901961,5.54901960784314,1.72549019607843,2.13725490196078,2.37254901960784,3.47058823529412,0.882352941176471,0.372549019607843,10.1176470588235,"PG",13.4,-1.2,0.2
"Tari Eason","HOU",23,22,0.545,480.105,88,189,18,50,21,33,153,27,31,19,215,2024,70,139,21.8229545454545,4,8.59090909090909,0.818181818181818,2.27272727272727,3.18181818181818,6.31818181818182,0.954545454545455,1.5,6.95454545454545,1.22727272727273,1.40909090909091,0.863636363636364,9.77272727272727,"PF",17.1,1.6,0.4
"Taurean Prince","LAL",30,78,0.564,2107.62166666667,253,572,141,356,50,68,230,119,58,35,697,2024,112,216,27.0207905982906,3.24358974358974,7.33333333333333,1.80769230769231,4.56410256410256,1.43589743589744,2.76923076923077,0.641025641025641,0.871794871794872,2.94871794871795,1.52564102564103,0.743589743589744,0.448717948717949,8.93589743589744,"PF",8.8,-2.8,-0.4
"Taylor Hendricks","UTA",20,40,0.325,856.431666666667,108,240,53,140,23,29,185,32,28,30,292,2024,55,100,21.4107916666667,2.7,6,1.325,3.5,1.375,2.5,0.575,0.725,4.625,0.8,0.7,0.75,7.3,"PF",11.8,-1.6,0.1
"Taze Moore","POR",26,4,0.25,40.3333333333333,8,19,1,7,1,2,8,5,2,0,18,2024,7,12,10.0833333333333,2,4.75,0.25,1.75,1.75,3,0.25,0.5,2,1.25,0.5,0,4.5,"SG",11.8,-3.1,0
"Terance Mann","LAC",27,75,0.627,1872.89166666667,254,493,71,204,79,95,254,119,43,15,658,2024,183,289,24.9718888888889,3.38666666666667,6.57333333333333,0.946666666666667,2.72,2.44,3.85333333333333,1.05333333333333,1.26666666666667,3.38666666666667,1.58666666666667,0.573333333333333,0.2,8.77333333333333,"SG",12,-1.5,0.2
"Terquavion Smith","PHI",21,16,0.5,84.4966666666667,18,46,13,35,3,5,4,12,8,0,52,2024,5,11,5.28104166666667,1.125,2.875,0.8125,2.1875,0.3125,0.6875,0.1875,0.3125,0.25,0.75,0.5,0,3.25,"PG",14.8,0.8,0.1
"Terry Rozier","MIA",30,61,0.361,2040.38166666667,442,998,149,410,172,198,247,342,63,21,1205,2024,293,588,33.4488797814208,7.24590163934426,16.3606557377049,2.44262295081967,6.72131147540984,4.80327868852459,9.63934426229508,2.81967213114754,3.24590163934426,4.04918032786885,5.60655737704918,1.0327868852459,0.344262295081967,19.7540983606557,"PG",17.3,1.5,1.8
"Terry Taylor","CHI",24,31,0.387,187.63,20,39,2,9,4,5,37,10,5,2,46,2024,18,30,6.05258064516129,0.645161290322581,1.25806451612903,0.0645161290322581,0.290322580645161,0.580645161290323,0.967741935483871,0.129032258064516,0.161290322580645,1.19354838709677,0.32258064516129,0.161290322580645,0.0645161290322581,1.48387096774194,"PF",10.1,-3.2,0
"Thaddeus Young","PHX",36,33,0.364,439.501666666667,65,108,1,7,6,15,103,57,23,5,137,2024,64,101,13.3182323232323,1.96969696969697,3.27272727272727,0.0303030303030303,0.212121212121212,1.93939393939394,3.06060606060606,0.181818181818182,0.454545454545455,3.12121212121212,1.72727272727273,0.696969696969697,0.151515151515152,4.15151515151515,"PF",15.9,0.3,0.2
"Thanasis Antetokounmpo","MIL",31,34,0.618,155.431666666667,16,30,0,1,0,2,13,17,7,4,32,2024,16,29,4.57151960784315,0.470588235294118,0.882352941176471,0,0.0294117647058824,0.470588235294118,0.852941176470588,0,0.0588235294117647,0.382352941176471,0.5,0.205882352941176,0.117647058823529,0.941176470588235,"PF",5.5,-6.4,-0.2
"Thomas Bryant","MIA",26,38,0.579,441.365,86,149,4,22,41,47,141,23,10,16,217,2024,82,127,11.6148684210526,2.26315789473684,3.92105263157895,0.105263157894737,0.578947368421053,2.15789473684211,3.34210526315789,1.07894736842105,1.23684210526316,3.71052631578947,0.605263157894737,0.263157894736842,0.421052631578947,5.71052631578947,"C",19,-0.4,0.2
"Tim Hardaway Jr.","DAL",32,79,0.62,2120.32833333333,392,976,211,597,144,169,254,139,42,6,1139,2024,181,379,26.8395991561181,4.9620253164557,12.3544303797468,2.67088607594937,7.55696202531646,2.29113924050633,4.79746835443038,1.82278481012658,2.13924050632911,3.21518987341772,1.75949367088608,0.531645569620253,0.0759493670886076,14.4177215189873,"SF",12.1,-2.9,-0.5
"Timmy Allen","MEM",24,5,0,125.451666666667,6,23,0,7,1,2,17,5,4,0,13,2024,6,16,25.0903333333334,1.2,4.6,0,1.4,1.2,3.2,0.2,0.4,3.4,1,0.8,0,2.6,"SF",0.8,-11.1,-0.3
"Tobias Harris","PHI",31,70,0.586,2367.78,463,951,91,258,187,213,453,217,70,46,1204,2024,372,693,33.8254285714286,6.61428571428571,13.5857142857143,1.3,3.68571428571429,5.31428571428571,9.9,2.67142857142857,3.04285714285714,6.47142857142857,3.1,1,0.657142857142857,17.2,"PF",16.5,0.9,1.7
"Torrey Craig","CHI",33,53,0.415,1048.60166666667,108,251,60,153,27,36,217,58,30,21,303,2024,48,98,19.7849371069183,2.0377358490566,4.73584905660377,1.13207547169811,2.88679245283019,0.905660377358491,1.84905660377358,0.509433962264151,0.679245283018868,4.09433962264151,1.09433962264151,0.566037735849057,0.39622641509434,5.71698113207547,"SF",10.8,-2,0
"Tosan Evbuomwan","DET",23,17,0.059,366.578333333333,36,71,12,32,17,25,60,16,6,5,101,2024,24,39,21.563431372549,2.11764705882353,4.17647058823529,0.705882352941177,1.88235294117647,1.41176470588235,2.29411764705882,1,1.47058823529412,3.52941176470588,0.941176470588235,0.352941176470588,0.294117647058824,5.94117647058824,"SF",9.9,-3,-0.1
"Toumani Camara","POR",24,70,0.271,1739.32,197,438,58,172,75,99,343,87,66,33,527,2024,139,266,24.8474285714286,2.81428571428571,6.25714285714286,0.828571428571429,2.45714285714286,1.98571428571429,3.8,1.07142857142857,1.41428571428571,4.9,1.24285714285714,0.942857142857143,0.471428571428571,7.52857142857143,"PF",10.6,-3.1,-0.5
"Trae Young","ATL",25,54,0.407,1941.71333333333,433,1008,175,469,348,407,149,583,72,11,1389,2024,258,539,35.9576543209876,8.01851851851852,18.6666666666667,3.24074074074074,8.68518518518519,4.77777777777778,9.98148148148148,6.44444444444444,7.53703703703704,2.75925925925926,10.7962962962963,1.33333333333333,0.203703703703704,25.7222222222222,"PG",20.3,2.6,2.2
"Trayce Jackson-Davis","GSW",24,68,0.574,1130.45166666667,233,332,0,1,74,132,341,82,29,76,540,2024,233,331,16.6242892156863,3.42647058823529,4.88235294117647,0,0.0147058823529412,3.42647058823529,4.86764705882353,1.08823529411765,1.94117647058824,5.01470588235294,1.20588235294118,0.426470588235294,1.11764705882353,7.94117647058824,"PF",21.6,2.8,1.4
"Tre Jones","SAS",24,77,0.273,2138.18,303,600,64,191,101,118,289,478,78,9,771,2024,239,409,27.7685714285714,3.93506493506493,7.79220779220779,0.831168831168831,2.48051948051948,3.1038961038961,5.31168831168831,1.31168831168831,1.53246753246753,3.75324675324675,6.20779220779221,1.01298701298701,0.116883116883117,10.012987012987,"PG",14.7,-0.4,0.9
"Tre Mann","CHA",23,41,0.512,987.098333333333,145,316,47,126,45,59,149,165,51,3,382,2024,98,190,24.075569105691,3.53658536585366,7.70731707317073,1.14634146341463,3.07317073170732,2.39024390243902,4.63414634146341,1.09756097560976,1.4390243902439,3.63414634146341,4.02439024390244,1.24390243902439,0.0731707317073171,9.31707317073171,"PG",13.7,-1.3,0.2
"Trendon Watford","BKN",23,63,0.397,856.52,164,311,27,68,77,97,194,81,23,19,432,2024,137,243,13.5955555555556,2.6031746031746,4.93650793650794,0.428571428571429,1.07936507936508,2.17460317460317,3.85714285714286,1.22222222222222,1.53968253968254,3.07936507936508,1.28571428571429,0.365079365079365,0.301587301587302,6.85714285714286,"PF",15.7,-0.5,0.3
"Trent Forrest","ATL",26,38,0.474,413.761666666667,34,90,2,10,13,17,51,92,11,3,83,2024,32,80,10.8884649122807,0.894736842105263,2.36842105263158,0.0526315789473684,0.263157894736842,0.842105263157895,2.10526315789474,0.342105263157895,0.447368421052632,1.34210526315789,2.42105263157895,0.289473684210526,0.0789473684210526,2.18421052631579,"SG",8.9,-4.4,-0.3
"Trevelin Queen","ORL",27,14,0.357,164.726666666667,14,38,3,17,9,12,20,18,7,5,40,2024,11,21,11.7661904761905,1,2.71428571428571,0.214285714285714,1.21428571428571,0.785714285714286,1.5,0.642857142857143,0.857142857142857,1.42857142857143,1.28571428571429,0.5,0.357142857142857,2.85714285714286,"SG",8.3,-3.4,-0.1
"Trey Jemison","MEM",24,25,0.2,573.985,75,136,0,0,21,25,134,27,12,28,171,2024,75,136,22.9594,3,5.44,0,0,3,5.44,0.84,1,5.36,1.08,0.48,1.12,6.84,"C",11.8,-5.1,-0.5
"Trey Lyles","SAC",28,58,0.569,1158.21833333333,143,321,84,219,49,70,257,72,17,19,419,2024,59,102,19.9692816091953,2.46551724137931,5.53448275862069,1.44827586206897,3.77586206896552,1.01724137931034,1.75862068965517,0.844827586206897,1.20689655172414,4.43103448275862,1.24137931034483,0.293103448275862,0.327586206896552,7.22413793103448,"PF",11.9,-1.1,0.3
"Trey Murphy III","NOP",24,57,0.614,1690.265,275,621,169,445,123,151,280,124,51,28,842,2024,106,176,29.6537719298246,4.82456140350877,10.8947368421053,2.96491228070175,7.80701754385965,1.85964912280702,3.08771929824561,2.15789473684211,2.64912280701754,4.91228070175439,2.17543859649123,0.894736842105263,0.491228070175439,14.7719298245614,"SF",16.3,2.5,1.9
"Tristan Thompson","CLE",33,49,0.571,548.916666666667,73,119,0,1,15,52,174,51,12,14,161,2024,73,118,11.202380952381,1.48979591836735,2.42857142857143,0,0.0204081632653061,1.48979591836735,2.40816326530612,0.306122448979592,1.06122448979592,3.55102040816327,1.04081632653061,0.244897959183673,0.285714285714286,3.28571428571429,"C",13.9,-1.4,0.1
"Tristan Vukcevic","WAS",21,10,0.3,153.411666666667,29,67,10,36,17,22,36,13,5,7,85,2024,19,31,15.3411666666667,2.9,6.7,1,3.6,1.9,3.1,1.7,2.2,3.6,1.3,0.5,0.7,8.5,"C",13.9,-3.6,-0.1
"Troy Brown Jr.","DET",24,59,0.508,826.511666666667,84,226,47,141,32,37,144,60,24,3,247,2024,37,85,14.0086723163842,1.42372881355932,3.83050847457627,0.796610169491525,2.38983050847458,0.627118644067797,1.44067796610169,0.542372881355932,0.627118644067797,2.4406779661017,1.01694915254237,0.406779661016949,0.0508474576271186,4.1864406779661,"SF",8.8,-2.6,-0.1
"Ty Jerome","CLE",26,2,0.5,14.8166666666667,2,4,0,1,0,0,1,3,0,0,4,2024,2,3,7.40833333333335,1,2,0,0.5,1,1.5,0,0,0.5,1.5,0,0,2,"SG",7.6,-4.9,0
"Tyler Herro","MIA",24,42,0.548,1407.105,324,735,132,333,95,111,222,188,30,3,875,2024,192,402,33.5025,7.71428571428571,17.5,3.14285714285714,7.92857142857143,4.57142857142857,9.57142857142857,2.26190476190476,2.64285714285714,5.28571428571429,4.47619047619048,0.714285714285714,0.0714285714285714,20.8333333333333,"SG",15.7,0.8,1
"Tyrese Haliburton","IND",24,69,0.58,2223.53833333333,500,1048,195,535,194,227,271,752,83,48,1389,2024,305,513,32.2251932367149,7.2463768115942,15.1884057971014,2.82608695652174,7.7536231884058,4.42028985507246,7.43478260869565,2.81159420289855,3.28985507246377,3.92753623188406,10.8985507246377,1.20289855072464,0.695652173913043,20.1304347826087,"PG",23.3,6.9,5
"Tyrese Maxey","PHI",23,70,0.614,2625.80666666667,638,1419,212,569,328,378,258,433,69,33,1816,2024,426,850,37.5115238095239,9.11428571428571,20.2714285714286,3.02857142857143,8.12857142857143,6.08571428571429,12.1428571428571,4.68571428571429,5.4,3.68571428571429,6.18571428571429,0.985714285714286,0.471428571428571,25.9428571428571,"PG",19.8,3.1,3.4
"TyTy Washington Jr.","MIL",22,11,0.455,55.9216666666667,6,20,2,6,0,0,5,5,3,0,14,2024,4,14,5.08378787878788,0.545454545454545,1.81818181818182,0.181818181818182,0.545454545454545,0.363636363636364,1.27272727272727,0,0,0.454545454545455,0.454545454545455,0.272727272727273,0,1.27272727272727,"PG",4.6,-8.2,-0.1
"Tyus Jones","WAS",28,66,0.167,1932.66666666667,326,666,106,256,32,40,179,485,71,18,790,2024,220,410,29.2828282828283,4.93939393939394,10.0909090909091,1.60606060606061,3.87878787878788,3.33333333333333,6.21212121212121,0.484848484848485,0.606060606060606,2.71212121212121,7.34848484848485,1.07575757575758,0.272727272727273,11.969696969697,"PG",16.5,0.7,1.3
"Udoka Azubuike","PHX",24,16,0.75,112.828333333333,16,23,0,0,3,13,32,3,1,6,35,2024,16,23,7.05177083333331,1,1.4375,0,0,1,1.4375,0.1875,0.8125,2,0.1875,0.0625,0.375,2.1875,"C",12.3,-3.2,0
"Usman Garuba","GSW",22,6,0.833,17.7833333333333,1,6,0,1,1,2,7,1,1,3,3,2024,1,5,2.96388888888888,0.166666666666667,1,0,0.166666666666667,0.166666666666667,0.833333333333333,0.166666666666667,0.333333333333333,1.16666666666667,0.166666666666667,0.166666666666667,0.5,0.5,"PF",7,-10.9,0
"Victor Wembanyama","SAS",20,71,0.268,2106.235,551,1186,128,394,292,367,755,274,88,254,1522,2024,423,792,29.6652816901408,7.76056338028169,16.7042253521127,1.80281690140845,5.54929577464789,5.95774647887324,11.1549295774648,4.11267605633803,5.16901408450704,10.6338028169014,3.85915492957746,1.23943661971831,3.57746478873239,21.4366197183099,"C",23.1,5.2,3.8
"Vince Williams Jr.","MEM",23,52,0.346,1436.53,169,379,79,209,104,130,290,175,47,34,521,2024,90,170,27.6255769230769,3.25,7.28846153846154,1.51923076923077,4.01923076923077,1.73076923076923,3.26923076923077,2,2.5,5.57692307692308,3.36538461538462,0.903846153846154,0.653846153846154,10.0192307692308,"SG",12.8,-0.7,0.5
"Vit Krejci","ATL",24,22,0.409,541.32,51,104,28,68,5,6,52,50,13,6,135,2024,23,36,24.6054545454545,2.31818181818182,4.72727272727273,1.27272727272727,3.09090909090909,1.04545454545455,1.63636363636364,0.227272727272727,0.272727272727273,2.36363636363636,2.27272727272727,0.590909090909091,0.272727272727273,6.13636363636364,"PG",8.4,-3.7,-0.2
"Walker Kessler","UTA",22,64,0.406,1493.10666666667,229,350,4,19,56,93,481,60,30,154,518,2024,225,331,23.3297916666667,3.578125,5.46875,0.0625,0.296875,3.515625,5.171875,0.875,1.453125,7.515625,0.9375,0.46875,2.40625,8.09375,"C",18,0.9,1.1
"Wendell Carter Jr.","ORL",25,55,0.545,1406.30333333333,223,425,64,171,93,134,381,95,35,28,603,2024,159,254,25.5691515151515,4.05454545454545,7.72727272727273,1.16363636363636,3.10909090909091,2.89090909090909,4.61818181818182,1.69090909090909,2.43636363636364,6.92727272727273,1.72727272727273,0.636363636363636,0.509090909090909,10.9636363636364,"C",15.9,0.9,1
"Wendell Moore Jr.","MIN",22,25,0.72,75.1316666666667,9,18,0,6,0,0,12,6,5,1,18,2024,9,12,3.00526666666667,0.36,0.72,0,0.24,0.36,0.48,0,0,0.48,0.24,0.2,0.04,0.72,"SG",8.6,-2.8,0
"Wenyen Gabriel","MEM",27,5,0.2,81.0166666666667,8,22,1,6,0,5,25,3,2,2,17,2024,7,16,16.2033333333333,1.6,4.4,0.2,1.2,1.4,3.2,0,1,5,0.6,0.4,0.4,3.4,"PF",2.3,-12.5,-0.2
"Wesley Matthews","ATL",37,36,0.306,412.87,34,97,24,69,18,24,53,23,16,11,110,2024,10,28,11.4686111111111,0.944444444444444,2.69444444444444,0.666666666666667,1.91666666666667,0.277777777777778,0.777777777777778,0.5,0.666666666666667,1.47222222222222,0.638888888888889,0.444444444444444,0.305555555555556,3.05555555555556,"SG",8.2,-2.8,-0.1
"Xavier Moon","LAC",29,14,0.5,119.25,15,46,2,17,1,2,18,21,3,3,33,2024,13,29,8.51785714285714,1.07142857142857,3.28571428571429,0.142857142857143,1.21428571428571,0.928571428571429,2.07142857142857,0.0714285714285714,0.142857142857143,1.28571428571429,1.5,0.214285714285714,0.214285714285714,2.35714285714286,"SG",8.1,-6.1,-0.1
"Yuta Watanabe","MEM",29,34,0.529,464.373333333333,41,116,25,85,10,17,54,15,12,7,117,2024,16,31,13.6580392156863,1.20588235294118,3.41176470588235,0.735294117647059,2.5,0.470588235294118,0.911764705882353,0.294117647058824,0.5,1.58823529411765,0.441176470588235,0.352941176470588,0.205882352941176,3.44117647058824,"SF",4.7,-6.4,-0.5
"Zach Collins","SAS",26,69,0.275,1525.72833333333,298,616,58,181,122,162,370,194,34,52,776,2024,240,435,22.1120048309178,4.31884057971014,8.92753623188406,0.840579710144927,2.6231884057971,3.47826086956522,6.30434782608696,1.76811594202899,2.34782608695652,5.36231884057971,2.81159420289855,0.492753623188406,0.753623188405797,11.2463768115942,"C",14.3,-2,0
"Zach LaVine","CHI",29,25,0.4,871.861666666667,170,376,59,169,88,103,129,98,21,8,487,2024,111,207,34.8744666666667,6.8,15.04,2.36,6.76,4.44,8.28,3.52,4.12,5.16,3.92,0.84,0.32,19.48,"SG",15.1,0.1,0.5
"Zavier Simpson","MEM",27,7,0.143,161.383333333333,17,54,5,17,3,4,20,25,7,3,42,2024,12,37,23.0547619047619,2.42857142857143,7.71428571428571,0.714285714285714,2.42857142857143,1.71428571428571,5.28571428571429,0.428571428571429,0.571428571428571,2.85714285714286,3.57142857142857,1,0.428571428571429,6,"PG",6.3,-5.9,-0.2
"Zeke Nnaji","DEN",23,58,0.707,576.12,69,149,6,23,42,62,125,32,15,38,186,2024,63,126,9.93310344827586,1.18965517241379,2.56896551724138,0.103448275862069,0.396551724137931,1.08620689655172,2.17241379310345,0.724137931034483,1.06896551724138,2.1551724137931,0.551724137931034,0.258620689655172,0.655172413793103,3.20689655172414,"PF",12.4,-3.7,-0.2
"Ziaire Williams","MEM",22,51,0.392,1037.68166666667,150,378,58,189,62,75,180,75,36,9,420,2024,92,189,20.3466993464053,2.94117647058824,7.41176470588235,1.13725490196078,3.70588235294118,1.80392156862745,3.70588235294118,1.2156862745098,1.47058823529412,3.52941176470588,1.47058823529412,0.705882352941177,0.176470588235294,8.23529411764706,"SF",9.3,-4.5,-0.6
"Zion Williamson","NOP",23,70,0.6,2206.92333333333,624,1094,6,18,347,494,406,352,76,47,1601,2024,618,1076,31.5274761904761,8.91428571428571,15.6285714285714,0.0857142857142857,0.257142857142857,8.82857142857143,15.3714285714286,4.95714285714286,7.05714285714286,5.8,5.02857142857143,1.08571428571429,0.671428571428571,22.8714285714286,"PF",22.8,3.8,3.3
